buy_date,buy_price,sell_date,sell_price,return,profit,hold_days
2023-01-30,15493.82,2023-07-27,17241.82,0.11281917564551547,101384.0,120
2023-08-14,16393.66,2024-02-02,18059.93,0.10164112223871924,99976.20000000007,120
2024-02-15,18644.57,2024-08-12,21773.26,0.16780703443415423,178335.32999999984,120
2024-08-13,21796.57,2025-02-14,23152.61,0.06221345835606251,75938.24000000022,120
2025-03-11,22071.09,2025-04-07,19232.35,-0.1286180247554607,-167485.66000000015,17
2025-04-08,18459.95,2025-09-25,26023.85,0.4097465052722242,468961.7999999998,120
