Metric,V3_No_Filter,Buy_Hold
Initial_Capital,1000000.0,1000000
Final_Value,1757109.91,1996659.898819751
Total_Return_Pct,75.71099099999999,99.66598988197511
Annualized_Return_Pct,21.15752174016967,26.54618658077674
Sharpe_Ratio,1.1644622548977868,1.2278085613325755
Max_Drawdown_Pct,-20.075926671801785,-28.693158639001265
Trades,6.0,N/A
Win_Rate_Pct,83.33333333333334,N/A
Avg_Return_Pct,12.093487853186916,N/A
Avg_Hold_Days,102.83333333333333,N/A
