type,buy_date,buy_price,sell_date,sell_price,return,profit,hold_days
AI,2024-01-03,17559.31,2024-07-05,23556.59,0.341544172293786,89959.19999999995,120
AI,2024-07-09,23900.08,2024-08-02,21638.09,-0.09464361625567785,-31667.859999999986,16
AI,2024-08-05,19830.88,2025-02-06,23316.6,0.17577233082949406,55771.51999999996,120
AI,2025-02-25,23285.72,2025-03-31,20695.9,-0.11121923651061683,-67335.31999999995,23
AI,2025-04-01,21280.17,2025-04-07,19232.35,-0.09623137409146632,-53243.31999999995,2
AI,2025-04-08,18459.95,2025-09-25,26023.85,0.4097465052722242,204225.29999999993,120
